,date,weight,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,ts_id,action
feature_28,-0.003055306083201398,0.0017626683197626573,-0.6754554577651747,0.042366457726479845,0.05581751789921954,0.17237870557492369,0.18974625407763274,0.12310096170633263,0.09610761208874898,0.4270787484962548,0.459812079696851,0.08117009997564713,0.10596614761463488,0.3370651705680502,0.3698034098836651,0.214493356932037,0.24183779084300566,0.11221008039831913,0.13829144930184598,-0.4597568018228559,-0.4973743716923091,-0.5031589603500024,-0.5585950550806201,-0.5275492793054363,-0.5128852233138851,-0.54134666872179,-0.5800036841913119,-0.538429803411792,-0.5802642641870411,0.8984698919089636,1.0,0.5987984848943009,0.6605329531627119,0.8073288708247645,0.8834230843005302,0.730139089361996,0.7806383029992956,0.6552768660853159,0.7047374849276286,-0.45601311886558193,-0.49137037440422227,0.6836135170583997,0.7615788942218279,-0.0315069925731093,0.023102984059043763,-0.009817111744876553,-0.0007309189836838297,-0.025934814959660237,-0.005250168090766189,0.015175697976578646,0.010474469785402748,0.01079964647837165,-0.012263710364695807,-0.0026713803366645045,-0.024830481651907998,0.05604202869328217,0.0612519743044704,0.011452660695112974,0.01048184002773888,0.011461383521311198,0.01422379770772,0.0120004601405134,0.018116482008250823,0.018507486759999463,0.011471338365064105,0.01176619337995279,0.009544617803219219,-0.033954253248297206,-0.024095279773223708,0.01030540759241204,0.009717041591479103,0.057255659763335666,0.047055188365526114,0.07470242174694874,0.07588502222966284,0.3973019159382349,0.14984567835028473,0.2566081642866443,0.36501565811903636,0.00809293912348866,0.0792274185098982,0.3274375054868078,0.13201319181048418,0.22335409414224194,0.283229089854123,0.0111347080995112,0.03350697661975529,0.37977526895109387,0.09091556230263216,0.21344995908669268,0.33346027523258065,0.00441984539520046,0.00999002595887351,0.34777038671239713,0.07023008122013089,0.15058300470818278,0.2483973436134525,-0.023829914001964898,-0.024900647396921178,-0.3188709380257708,-0.07585584461096087,-0.1320205679917037,-0.24411062638498598,0.0010780896593624285,-0.05269620132916739,-0.2558449128753158,-0.06917119448910866,-0.1264174668507966,-0.23574402253397544,-0.028245424334643533,0.01012568744925904,0.051029083270884804,0.023265101048046077,0.03665854123344288,0.0523744312177189,0.00352026405370269,-0.018129201387693014,0.022892266739337926,-0.001158719235850719,0.012256669027831485,0.021988099344940386,-0.025095627904086214,0.03061910372314427,0.014757233839794989,0.04492992548594864,0.04319750463555319,0.035047699040284326,0.026565042746399467,0.03899172825839215,0.034042065907101966,0.04211245967552509,0.039363832358238135,-0.00261444067571611,0.032948294525324516
feature_29,-0.026581411477388826,-0.0250264435893868,-0.7065835213753645,0.21471667125364963,0.16938865099048941,0.04825024933873326,0.03207623665023967,0.04025677094320056,0.004041434095747023,0.09712785928526618,0.07004218494362141,0.2870023923304135,0.2451535909398249,0.1215813553685724,0.0935923032102243,0.16758532319482014,0.12615879917616046,0.24442322607308165,0.19835088648998522,-0.5676117758127773,-0.5076197455867818,-0.666205327282986,-0.6172621625099917,-0.6149734865243487,-0.4955351422266129,-0.6303730517405982,-0.5681701036228419,-0.6709581769024149,-0.6052738193125746,0.6644426512625411,0.5987984848943009,1.0,0.8886335914898906,0.7304369328445334,0.6576613185200184,0.835568218488594,0.7128737155730802,0.9559492884027708,0.8397926478903398,-0.581718526867914,-0.5270410408138735,0.6263547163157408,0.5733529568465093,-0.0958797476904033,0.14701328045071452,0.11563531667786976,0.017429806775016182,-0.030817399114275005,0.04395009723120491,0.11636016424657995,0.06024234870396437,0.02329621757574197,-0.0007501897722155629,-0.02687924802084352,-0.04920297900514969,0.21788572169169823,0.11823755206355635,0.031640461036592724,0.030577846149261404,0.03287495503765972,0.03534965735414011,0.03250080845447288,0.010693179935358751,0.011157848993956445,-0.00777126165905123,-0.006708117911125769,-0.01874161162012816,-0.05623773458749911,-0.0469061572771342,0.012786698220496263,0.010391668204082433,0.2152454462726851,0.10942051973881432,0.167140179677762,0.1283475922264581,0.5858821561471783,0.22387798542844473,0.3781323708122228,0.5365215959208451,0.01668965817144593,0.10988713866154491,0.44483995549337374,0.1692892587464353,0.2933135595103979,0.38183955610518244,0.013569375624955771,0.08512190528212894,0.5487197434891572,0.15566509216563057,0.33527781327104117,0.4950467731296361,0.024435124716138568,0.032047724832210495,0.45625185084500935,0.10305440087181376,0.20576049998808926,0.33392587856640965,-0.02992553451122113,-0.01801040797636319,-0.43860601719129855,-0.09014683883895494,-0.1749647709427246,-0.34315213299107644,0.015984690743564733,-0.0726513417729523,-0.3317148343686999,-0.09253730584446501,-0.17026419884502578,-0.3101643010420013,-0.04019273460882667,0.04120246798889989,0.08735172588511592,0.052902538090486596,0.06897615119102783,0.08980675687464053,0.020004053505579135,-0.016203537141349426,0.043831948752225396,0.00028678428182675773,0.016010753378819582,0.03626714276773117,-0.03242610015399628,0.1576123658448158,0.018594960091319754,0.18587689947522334,0.06262003458849846,0.16673827584642803,0.03155018516838433,0.17225661906488124,0.04099150924188077,0.17971949255512576,0.05245576105263995,-0.026919747712517796,0.026524115301332515
feature_30,-0.011113512331706753,-0.004070683517045228,-0.7354378308162777,0.1660880738585334,0.20040074369484825,0.03130378962743238,0.027250873900329202,-0.00088153950388693,-0.026161927060980476,0.06970066958064873,0.0702587661064183,0.2259077831967348,0.2849786649927927,0.09086693267020621,0.10196646623241472,0.128062464185369,0.14437713420355996,0.19027867864556894,0.22854751774524518,-0.5168522649460343,-0.564379453491319,-0.608515105292715,-0.6896178608526844,-0.5697821049439108,-0.5601837706370106,-0.5820809480776176,-0.6382832592976393,-0.6153326164543889,-0.6784547032416797,0.5826604938910733,0.6605329531627119,0.8886335914898906,1.0,0.6541068884033694,0.736076831832224,0.7530964799807924,0.8106541320745657,0.862906598703851,0.9500249596552063,-0.5155923931409961,-0.569771937438449,0.5418920607413229,0.6180833998174803,-0.05938158093807523,0.04043806357530698,-0.012346416456574052,0.013748360339874267,-0.026279085236142634,0.00976017659725114,0.034368941987727386,0.025775198214701287,0.02359817861894268,0.0012531646307721363,-0.000596736760953188,-0.05399541089706338,0.1310198135960611,0.15787036448732888,0.017329380817838455,0.025049448154968047,0.019043027761379065,0.022237686772784857,0.023252097908329508,0.010300027095299978,0.010846480262255924,-0.009045421562664122,-0.008430027608630184,-0.017942979873465766,-0.05831606277066539,-0.048542732329821515,0.012213867156702373,0.009901552327665647,0.16007034652268054,0.15948566984507706,0.199865104697055,0.1455976250796935,0.6167633757333032,0.2435580334647693,0.40548928652807564,0.5680841918033841,0.03585821160921329,0.11902942558333962,0.44353832386940434,0.17641827412456454,0.3000448338911001,0.38436376319050536,0.02605368844678163,0.08373786920584227,0.5789385171281679,0.1625028881349984,0.35537239622278693,0.524444521836746,0.006834254437528665,0.036182472377419214,0.46272366826842487,0.11168675533300575,0.21798568246267735,0.3435408517947885,-0.03954729026633742,-0.02840904140927346,-0.45335723558144503,-0.09770454533366307,-0.18389771141946912,-0.3560462770033847,-0.004820289702340119,-0.07439698636851062,-0.32659850547482816,-0.08923716440712215,-0.16460553775207898,-0.3043840735063852,-0.05293398967434453,0.036687029817186335,0.09650768159852798,0.05245054847384725,0.07401010405106173,0.09918244813533107,0.00040383283528154024,-0.015499862303631023,0.05163067851153301,0.006445277311001451,0.026336647774354793,0.046279555851849945,-0.04380887361221156,0.06453649835425493,0.0444315092211863,0.09588421916986004,0.09710660183222233,0.07160404075651135,0.060656131600015546,0.07930217093764125,0.0723348613332223,0.0881937859599469,0.08559813031557119,-0.010331845964972332,0.01735351503013786
feature_31,-0.013706451674502447,-0.009226041412517094,-0.6576942975342933,0.10252803040859669,0.07529538932260561,0.13790530307118565,0.11976845149410538,0.1268676467972191,0.07479883205377708,0.28788032742192265,0.2536253951309097,0.16201082487476143,0.1350270273111823,0.44577492522024065,0.39911980869910646,0.34630846347621175,0.3073926939417008,0.20856967704861218,0.18139900907316212,-0.5374663678908098,-0.48086626161168244,-0.5661108277581148,-0.523603817700922,-0.5574565893461702,-0.4560476732228878,-0.5809808117648333,-0.5240125478857284,-0.5975096771606304,-0.5388112310651041,0.8829376281336161,0.8073288708247645,0.7304369328445334,0.6541068884033694,1.0,0.906187999896361,0.8988650281604227,0.7959895141158474,0.7916665363250147,0.7025126315098694,-0.5237455625281472,-0.472432953909873,0.702255418760802,0.6464278069066447,-0.06364035631053555,0.09330715033142159,0.07061135863810587,0.004220131221132356,-0.03222384050269016,0.02155460687859586,0.0739453360226393,0.037048694154204274,0.014351067707668766,-0.0073062200461355585,-0.01653529174714165,-0.029401450056525138,0.12739593948178457,0.06148940624320769,0.023227925562873883,0.01741297928309274,0.024006934798516733,0.028112511302295067,0.022981839669668398,0.014944546036018011,0.015161770525358317,0.005371556868494391,0.005952541946776871,0.0009774257884208825,-0.036831899010394215,-0.027278042369346098,0.011956441100433625,0.010916937694842152,0.11630523127892786,0.04710895640367645,0.0858478992595788,0.07217561926968828,0.40634370526272423,0.1379434968197121,0.2501131878005585,0.3678189232978592,0.0018323295263802555,0.07083809806494784,0.3311765549709713,0.11464203276521004,0.21034323617004488,0.2823908705012492,0.004596982381821902,0.04270663491876689,0.38099262597482747,0.08610569288483919,0.20585494713438734,0.32911346647007506,0.01771996892511145,0.006231781769724578,0.3411932345628609,0.053191878315707576,0.1302100820480092,0.23643729598816668,-0.020899899674838667,-0.01542551208452299,-0.32348566100404164,-0.06475400079695025,-0.12740810974263528,-0.24666331437566724,0.013896526402608465,-0.056223096620633746,-0.2592428476787192,-0.07297380603752944,-0.13102305523244234,-0.24018435128884533,-0.025902604545338364,0.020005226590863148,0.053965411060225246,0.02417900187727379,0.03457557367631456,0.052219865200436484,0.016668964168612275,-0.022151514239141454,0.02184860463499743,-0.010869146889446223,-0.0003126854513734551,0.014268135518737167,-0.022270333157243787,0.09815012380829684,0.0049968529203998436,0.11152867259314535,0.032843618975469356,0.10179146943282329,0.013077973490366735,0.10588627916861047,0.021175338336665753,0.10906397648801315,0.02798658564711565,-0.013916570403186201,0.03565333248468335
feature_32,-0.002811324377143298,0.006672806522233706,-0.6907264458536885,0.07714386025691371,0.09418958426522592,0.1131100831906689,0.12169561657768041,0.07462436822241164,0.04577220275736587,0.24591029924165095,0.26932590378688953,0.12874852514357057,0.1596977401822493,0.38886437736687873,0.43040222049288324,0.3032030011765427,0.3404605698749714,0.1738841142135844,0.20840135609510246,-0.49104993320328105,-0.5329838851318511,-0.5196011283258523,-0.584925016074297,-0.5193115135072538,-0.5137401536605167,-0.537042468754226,-0.5847711491740524,-0.5494292420330184,-0.6018088126559975,0.7849029117086156,0.8834230843005302,0.6576613185200184,0.736076831832224,0.906187999896361,1.0,0.8197922086708529,0.8928662475396077,0.7224620362171259,0.7908517618913298,-0.4717103342663632,-0.5131237208536853,0.6181858366149064,0.6950334909461116,-0.042803883110293185,0.029685472518943677,-0.010362392339338096,0.0016491576956718004,-0.03188624484539868,0.00169233668887539,0.026142835658630376,0.01810440081596279,0.015915564543462577,-0.005925935530181449,0.0010625862575174936,-0.03160646470449176,0.07782917656590564,0.08544803336736889,0.013265308260822046,0.012206310775757174,0.014389419905343403,0.018209898136476124,0.015698195144140382,0.015991688446591504,0.01633570851632597,0.00462685497017291,0.0049745277870354284,0.001629205039534368,-0.03988787295232007,-0.029968111375186204,0.011573166249835669,0.01056937537692634,0.08790365332868325,0.07934635473473806,0.10830388077643117,0.08595762579885761,0.4260457368020726,0.15292073419340954,0.2708822435697756,0.38916641012712294,0.015558870545640648,0.08150699137014465,0.33475869886121984,0.12544002718268144,0.22206469835630538,0.28911111344029183,0.015119849489345577,0.0440215190594258,0.40285303793102634,0.09378114295092367,0.22459725034469025,0.35206125227759105,0.006715336893805548,0.009554928135117057,0.3513679589337099,0.06285018470225816,0.14566835846526724,0.24919155032930004,-0.02970615549552506,-0.021002133501522014,-0.3345997117181391,-0.0681101710158553,-0.1314895367968908,-0.25488872383304445,0.000516358157101326,-0.05864697142904904,-0.2599604981698176,-0.0703429849629289,-0.12746330085477703,-0.23969995020070878,-0.037089370574422284,0.018617937720113574,0.06150088348660573,0.026714800647439,0.042593767829475215,0.06155902001048765,0.004263858908452632,-0.021957514872116977,0.027433674020424653,-0.0051565480192371765,0.009826240584466963,0.02302055082104488,-0.03234155199305588,0.042271517572487705,0.022031162259543394,0.05990020818259861,0.05557515748605454,0.0459529683507048,0.0323042268138156,0.05150125026131365,0.04199351922817654,0.056230038187989426,0.05033335025646811,-0.0022572425839609213,0.026176807444276494
feature_33,-0.019760775578563133,-0.01071678221508164,-0.692279509794792,0.1474572745971472,0.11415767012387988,0.09376120759938365,0.07643013091622584,0.08771421611046236,0.04032769093282092,0.18073118514112949,0.1531139630714426,0.21973454161661773,0.18753431792497147,0.2581265594081989,0.22747668460758877,0.36659384256450295,0.3318450724022689,0.2745889486298901,0.24215905555500813,-0.5843640025048655,-0.5252887834882168,-0.6086987758675901,-0.5675810837659657,-0.6077611116599211,-0.500920855293257,-0.6048687811962881,-0.5483188392948862,-0.6302964069687419,-0.5727885005673424,0.797128615758997,0.730139089361996,0.835568218488594,0.7530964799807924,0.8988650281604227,0.8197922086708529,1.0,0.894807476170262,0.8979227969057666,0.8055416539567661,-0.5646179697808182,-0.5130089153706372,0.6774719548408014,0.6251249198510227,-0.07414538356929032,0.10883828250269047,0.0857126264937641,0.014465395982686891,-0.02936288624590677,0.03018700299850177,0.08980747179015212,0.04541393883210732,0.017580580752123074,-0.0023344809580876113,-0.016624641393042934,-0.03541691928435188,0.1602371850570328,0.08784289468871749,0.028614436785392786,0.023104444097415733,0.02969791719115659,0.034650232099320874,0.03219309772113814,0.015040994754224076,0.015369788895669654,-0.0006092097064136011,0.0001315866852717713,-0.007429037194240977,-0.04696169992798225,-0.03730861544667436,0.012523730770732258,0.010919753868067095,0.15434589195606882,0.07630725274370975,0.11733930636707639,0.09398226573479489,0.472125657069697,0.1704678823874413,0.2963334965444411,0.4289459255663411,0.008328556838927484,0.08621063259349547,0.3708054904882814,0.13504443505874775,0.23964924608605753,0.3175084354910535,0.008484891152396585,0.06781307534557178,0.4372145003978915,0.12030102697365773,0.2595167497622225,0.3861954841777768,0.0256080608773583,0.024197771084740135,0.3779085083418098,0.07835388010891431,0.16199886418356008,0.26915425343334487,-0.018990555205402555,-0.007606493137109827,-0.36997369813928566,-0.06385986122488292,-0.13441146999077913,-0.2818560732551343,0.01921794700242914,-0.054362484087304104,-0.2874360591577599,-0.07338256179779144,-0.1378171002111752,-0.26421090767907257,-0.026773404533597174,0.037568839798825984,0.061300456137675166,0.04334958891881746,0.055172611211438766,0.06397770383076397,0.02290582207924609,-0.011814722200710398,0.026580417244580327,0.0008780634186508414,0.013724646668483928,0.021969541600136,-0.021367665880115717,0.11839837989151544,0.01277349908641058,0.13780009983901476,0.04863198270874033,0.1239101264748514,0.02244162117868233,0.12813186732958468,0.03138767913200914,0.13373861579948695,0.041717079332010444,-0.019978942702940847,0.03219641243399803
feature_34,-0.006128951019693423,0.007251424033457056,-0.6723728978490323,0.11617955257624728,0.14301299580190274,0.07439547784456219,0.0790855416848611,0.04096854139127389,0.014246214492641435,0.15453507004002215,0.17189286545819474,0.179018889236015,0.226504987425565,0.23313294741855664,0.26499475602976147,0.3354145340127863,0.39564781388342113,0.23719645746139892,0.28792506071242213,-0.49882168156834983,-0.5478017451749586,-0.5221166946046962,-0.5958047073660357,-0.5297728679245987,-0.5341473596531019,-0.5263450882261701,-0.5800834261594476,-0.5442800457541433,-0.6046568696298535,0.6822382925983643,0.7806383029992956,0.7128737155730802,0.8106541320745657,0.7959895141158474,0.8928662475396077,0.894807476170262,1.0,0.7841026930588971,0.8789318444979732,-0.4677377410086326,-0.5162316466880139,0.5597755618654907,0.6390077721882507,-0.04922733334462649,0.0304851899234304,-0.01640890857482897,0.011844386276863865,-0.02894518048258938,0.0066052723670192185,0.030325941190787895,0.022992285089999818,0.02146848563021703,0.00039441140664762795,0.005468865000255808,-0.03453739480483605,0.10090635412802225,0.123254539592857,0.017559854249846386,0.01947238912800552,0.01974553186247943,0.025449814832858846,0.026029913946292088,0.016118787015774,0.01653981193060129,-0.001088891937371907,-0.0006961201158544456,-0.009249821892942251,-0.051843546797983045,-0.04199293393540995,0.0072800007102783925,0.005890014001175218,0.11960731401609985,0.11763101043362337,0.15056554317700224,0.10376387340027314,0.46127797247202135,0.17677955316326915,0.29990597061264546,0.4232355512875154,0.02436700982012396,0.09222975888613524,0.34688869289951896,0.1378120384797122,0.23623893482872732,0.3023423113833718,0.020208900521557716,0.06923682480444968,0.4340786852169749,0.1272861559013221,0.26892673976398274,0.3892743337177405,0.010294549804241214,0.026336132964919864,0.36012246040627593,0.08521241641045922,0.17043477649324246,0.265699656961847,-0.03240659120529374,-0.008168861706606766,-0.349643979279104,-0.05521548766757876,-0.12117559922465981,-0.2634264009521423,0.0013956609673554368,-0.05256658908762275,-0.26421238341969316,-0.06287570339617787,-0.11981477418426262,-0.23969519515235208,-0.0425141854163288,0.03982705614825716,0.07326182734948776,0.050822904138255375,0.06987494728968978,0.07966832753219076,0.006149087559201772,-0.0102895122387148,0.03268730207042269,0.010006181782465923,0.02875691495151933,0.03393315689910664,-0.03592412633404622,0.051887436556715676,0.03773188927448776,0.07684851231058462,0.08348486033912593,0.05778996444128214,0.05224733830442791,0.06408641162577211,0.06341520242631764,0.07134064596260499,0.0758902141438643,-0.005383002561699392,0.021486691632053263
feature_35,-0.02395356420208775,-0.015562044268187126,-0.7346522036939307,0.16861712151496916,0.13606495182464565,0.05835691969390113,0.041714197823560735,0.05232054676685025,0.011289334339166785,0.10839162288442952,0.08361799652663962,0.24250883959842023,0.2126894637779286,0.13672602168457237,0.1132589115484327,0.1870858847642534,0.15639510115327637,0.26993238641912165,0.2388030697975667,-0.6061797613276422,-0.5447666959898239,-0.6758362677144734,-0.6284375467701531,-0.6491826420841372,-0.5298229865774244,-0.6563597791872754,-0.5939961070874319,-0.6869724350864443,-0.6222611525033842,0.7183121070722512,0.6552768660853159,0.9559492884027708,0.862906598703851,0.7916665363250147,0.7224620362171259,0.8979227969057666,0.7841026930588971,1.0,0.8964930239935034,-0.6066387169950095,-0.5520710272461308,0.6637577362859846,0.611756769328698,-0.07027297888141432,0.10678739835303912,0.08726837215877871,0.01875714297070615,-0.019102728242287356,0.029350584367802753,0.08446143251273179,0.04088910578304833,0.013757323562139845,-0.001626506332164358,-0.01921523747732563,-0.042635075863744924,0.17073018176157292,0.10697229488904374,0.02683781499174261,0.026662805828704672,0.02831926767646487,0.031563788273270686,0.03066273709834673,0.012858546108657528,0.013304137067521139,-0.005418263793576854,-0.004546331069350447,-0.012388755527361621,-0.051364608416451206,-0.04187273846037878,0.01688921264575168,0.014650581703084531,0.16606114345388054,0.09507014933882005,0.13067761945481918,0.12197562542966997,0.5660698604756541,0.2134532510216195,0.36356132894114646,0.5180512669599739,0.016496155292297202,0.1057003258932279,0.43115732267712403,0.1624329721197013,0.2837593330272686,0.3704471529545072,0.012527251874606049,0.08133344226257232,0.514922231321824,0.14645687928266946,0.3165445226304955,0.4661500512640553,0.02599837767825027,0.04268619432148342,0.436638713194109,0.10638924209758337,0.20264571978013737,0.3206017403535405,-0.01341911091414598,-0.016842855555233432,-0.44333639488180276,-0.08790583608728127,-0.17287763234454562,-0.34159571671794464,0.01746670039950228,-0.05663874207809324,-0.3321214231077557,-0.08144627245805898,-0.16022518532142943,-0.30322321492757026,-0.023548383710617956,0.038757592052486724,0.05631074885831297,0.046978328604863465,0.05732199352947977,0.06607410087473208,0.02160510354909804,-0.003246402339201832,0.027883855237269054,0.00877295834905575,0.01971978211821945,0.029839482856855074,-0.016725876326067795,0.11612103658967814,0.017448959273571915,0.14198357554596838,0.05932819873478419,0.12380128332450789,0.029074767509035596,0.12896616370145,0.03849458067308375,0.1360762668444871,0.050335299319527405,-0.02419508227127375,0.027977140878000864
feature_36,-0.010949292229339293,0.0008209352330065748,-0.7262711815653724,0.14988053994589884,0.18092015811291004,0.04216127866577899,0.03974821342970343,0.009971799978752322,-0.017275810278598567,0.08849375714080607,0.09219567657501944,0.2170222537496796,0.2728359683458621,0.12055213520864545,0.13601816324212385,0.1707341565185349,0.19736440150498238,0.25066244523591363,0.30191638343807864,-0.5260529731578042,-0.5770179353037574,-0.5870594358846879,-0.6679522282558027,-0.5734708746280031,-0.5713463205341086,-0.5779597429893983,-0.6358704713878749,-0.6002003771524543,-0.6643944970515204,0.6189495994438833,0.7047374849276286,0.8397926478903398,0.9500249596552063,0.7025126315098694,0.7908517618913298,0.8055416539567661,0.8789318444979732,0.8964930239935034,1.0,-0.5111979180877614,-0.5658614165092991,0.5538463403305817,0.6322105114916202,-0.0518091829571491,0.03334408432978416,-0.013407325645762773,0.01623279671092149,-0.02228918847146299,0.00818102758787917,0.030485688289690026,0.022642712427746493,0.02085659243344848,0.0020334134668866985,0.002708292801598708,-0.04665339594417484,0.12006816939556927,0.15150259482827144,0.017234822715910297,0.02516568073770724,0.01977616989865884,0.024071938625779374,0.026192053507937667,0.014265905212117253,0.014807813847525898,-0.005361596419884493,-0.004819873176826641,-0.014440340172113762,-0.05738762752560953,-0.047537722771111575,0.010938058807488996,0.008892352941449778,0.144717334197249,0.1472949666420945,0.18004164889845506,0.13463690137450784,0.5704721963327144,0.22497199682390556,0.37579914803929365,0.5263864838756834,0.032989232504744864,0.11213945176899599,0.41381859154340556,0.16547074523966765,0.2819392351085904,0.3609062604699282,0.024131023235909335,0.08573212426355734,0.5307673693146707,0.15844227647237052,0.3355234466402294,0.4866102501013969,0.011512923857086285,0.04248003177737048,0.42907600364097453,0.11191940395407793,0.21110852337824346,0.3245523068238297,-0.030685715526348835,-0.01663891730328736,-0.4272417064147866,-0.0792295194807849,-0.16115504884602735,-0.32568552893414277,0.0002625892226591297,-0.058811132357421546,-0.309846478986222,-0.0738464107312891,-0.14496541168674357,-0.2800313381760545,-0.04327023682290133,0.04393353039050974,0.08156328953877501,0.0579192052425284,0.07719366122220377,0.0944371932375252,0.005649628352676309,-0.004678902337139395,0.04196875118855903,0.016215285879357853,0.03468203398902798,0.047909653675865714,-0.03500870920570503,0.05673462053303228,0.04347295019342983,0.08862058892999243,0.09929514266940616,0.06397949277576873,0.06047009808504447,0.07189339207934786,0.07329912006722733,0.08100975081064517,0.08832679390380004,-0.0101910868659885,0.018326588861611315
feature_37,-0.0045906478824316544,-0.004240387304043238,0.7127031972449026,0.04783789393693032,0.03144610373868356,0.42213205443777374,0.3990361302367488,0.28652367794952777,0.28339468722727196,0.2326513049764654,0.21235110889701284,0.08874595865628401,0.07107539495699748,0.17054363112988324,0.15539820910525012,0.13353537130689702,0.11693013408851065,0.10292058387368234,0.08390722722577774,0.7602738692376281,0.6717495239554201,0.6266115531863673,0.5556696244761308,0.7119227462371347,0.5778369415888803,0.6706148563449957,0.5877325948394944,0.6520087579994001,0.5674660129635019,-0.5075960529659639,-0.45601311886558193,-0.581718526867914,-0.5155923931409961,-0.5237455625281472,-0.4717103342663632,-0.5646179697808182,-0.4677377410086326,-0.6066387169950095,-0.5111979180877614,1.0,0.9182880371059378,-0.5034080051496275,-0.45284459800919385,-0.024613750706000723,0.04488358595945061,0.026735642532442795,-0.017054707737311693,-0.015803096671868175,0.03719192496609925,0.04475469813014923,0.03249610641573438,0.017669978507680876,0.021671043124364745,0.0029549814038516255,-0.02938627956072332,0.06077379349466175,0.022612929787988473,-0.009421184925468342,0.00336261126876454,-0.005109141659264421,-0.004347097226778177,-0.001565437137629562,0.011158727748267058,0.010927999158850352,0.01510650248500099,0.01475580661028786,0.003803362016366164,0.0002664498253234712,-0.00045692393293477384,-0.042288901431207795,-0.038947890547320105,0.0695988170096101,0.029481158022822324,0.0514970880606207,-0.0785544640239728,-0.43779433415471164,-0.14949533700268314,-0.2735616463445045,-0.3986259467395106,-0.0059845357844092156,-0.08475615213323721,-0.3770821575208451,-0.1362986019885442,-0.24801040577334169,-0.3225566031952652,-0.009470577331195931,-0.03540041623450431,-0.358170075851876,-0.07149220550620025,-0.19773451911325657,-0.31263275951952635,-0.01840805861924875,-0.04515699037132033,-0.35391843707298754,-0.08435257103018334,-0.15599755939302254,-0.2432435482069539,-0.024318352033624115,0.031082052545004173,0.412465393170379,0.10101369060586139,0.17929429299485827,0.326978737654775,-0.014688608867903212,0.025909494418690993,0.3341739186746322,0.06875407325656789,0.1563656283903699,0.30299095520138103,-0.01803565711102417,0.002201464955626828,0.062214259505257725,0.010291498089157991,0.026191665480979044,0.05457434975406838,-0.015382409333821337,-0.008627570791839477,0.0523471942148256,0.0027058264699759017,0.018754471321349657,0.040911688488776875,-0.020366884786459975,0.048941191984803796,0.0015064865712918977,0.05678078343891674,0.013286384128152508,0.05285858348765933,0.0049053397810716,0.05300186000428564,0.0073236650141857255,0.05503550228269308,0.010489957761083454,-0.004610153335711569,-0.025640955048380862
